timestamp,pose_error,rotation_error_deg
1403636614.9135551,3.2095745844299417,112.35165869969246
1403636615.4135551,3.214527696456549,112.52465219969184
1403636615.9135551,3.2201181266422982,112.70809970398196
1403636616.4135551,3.224863536618523,112.88411189435648
1403636616.9135551,3.230166369340247,113.06890264874087
1403636617.4135551,3.2349435677449097,113.26003317441211
1403636617.9135551,3.2407209225420615,113.44847817971458
1403636618.4135551,3.245406148322262,113.63941906208181
1403636618.9135551,3.2509898304634617,113.80446770414974
1403636619.4135551,3.2564217589496125,114.009117923719
1403636619.9135551,3.2617551994500134,114.21057828458648
1403636620.4135551,3.267189160286583,114.40385579418147
1403636620.9135551,3.272665754824943,114.59734899084278
1403636621.4135551,3.2779900108616977,114.81919010901714
1403636621.9135551,3.2826275741720425,115.03781779466519
1403636622.4135551,3.2880764209440523,115.25438991253043
1403636622.9135551,3.292638617136726,115.43863843670447
1403636623.4135551,3.295930489974556,115.64460050874723
1403636623.9135551,3.301998262096255,115.9265804020008
1403636624.4135551,3.3144284662383967,117.51485899055606
1403636624.9135551,3.3234208271120576,121.43498700292805
1403636625.4135551,3.3506596819711536,123.05642920491688
1403636625.9135551,3.3252347501358503,121.27501953949086
1403636626.4135551,3.30087527052392,119.10045535494287
1403636626.9135551,3.2774573517338537,120.1137718072095
1403636627.4135551,3.285620318455921,120.71760670981266
1403636627.9135551,3.2869383479327716,125.7914911554962
1403636628.4135551,3.2626501360088733,123.52184467179187
1403636628.9135551,3.1778986951261694,126.05038901023494
1403636629.4135551,3.069226353713339,128.2650554510169
1403636629.9135551,2.8865492694803554,134.99576607192662
1403636630.4135551,2.695485619672795,136.01129705312067
1403636630.9135551,2.4670919961504283,136.8665995055311
1403636631.4135551,2.2133006254480034,135.98601312111703
1403636631.9135551,1.9690926764828773,136.69707388258107
1403636632.4135551,1.756531979380418,137.2516993520923
1403636632.9135551,1.582217376561593,132.8155485333596
1403636633.4135551,1.3181878011369184,130.87908649398534
1403636633.9135551,1.1242491943442268,131.536950588364
1403636634.4135551,0.7790539628011174,130.91107104823374
1403636634.9135551,0.47538231907999257,130.07370742095915
1403636635.4135551,0.2946685175879971,130.26636215630157
1403636635.9135551,0.4275869396993971,128.7875917197283
1403636636.4135551,0.8617382581233635,129.6108836902093
1403636636.9135551,1.2083225362806795,131.45853791755428
1403636637.4135551,1.3824568063106115,130.9759251865089
1403636637.9135551,1.617738106699198,130.60831027443598
1403636638.4135551,1.823256939846927,130.82998406746785
1403636638.9135551,2.074861330698493,131.46428213686664
1403636639.4135551,2.426687768004239,130.1025741206366
1403636639.9135551,2.787891971787283,130.31814465805417
1403636640.4135551,3.1160199563093927,129.23537119179124
1403636640.9135551,3.3690342038854117,129.42553738758696
1403636641.4135551,3.571861876710688,129.22936419844848
1403636641.9135551,3.737939121528456,130.21643612576887
1403636642.4135551,3.7765226521991067,132.3065380789763
1403636642.9135551,3.844077412470533,135.30932567744887
1403636643.4135551,3.9468947226578157,134.54858104547563
1403636643.9135551,4.098301780205154,136.79840500680663
1403636644.4135551,4.365517110341719,134.02873936804977
1403636644.9135551,4.662726028745497,134.8892104733106
1403636645.4135551,4.960443390581398,138.31777119498753
1403636645.9135551,5.422733258004624,137.75896212944014
1403636646.4135551,5.929837360631996,140.030840752907
1403636646.9135551,6.368892390266355,145.71856260944932
1403636647.4135551,6.718067650941156,146.48137253699718
1403636647.9135551,6.997765658169306,146.5221531905042
1403636648.4135551,7.181057410142817,155.14672027877242
1403636648.9135551,7.286778493863746,162.53286293435022
1403636649.4135551,7.3286447692827155,162.35793197754325
1403636649.9135551,7.311070146312906,162.88240592273607
1403636650.4135551,7.305712156354225,169.42945355392723
1403636650.9135551,7.223439697180004,175.86827628547053
1403636651.4135551,7.1242726263861655,175.96566730119702
1403636651.9135551,6.978120268067967,175.83989722600924
1403636652.4135551,6.709022643982751,171.41195855749058
1403636652.9135551,6.432725367344561,167.01703119727836
1403636653.4135551,6.273158414930449,166.6348612923852
1403636653.9135551,6.154057488152613,167.09537824808905
1403636654.4135551,5.974932059670577,164.64136660682541
1403636654.9135551,5.761513019459915,159.46788713711703
1403636655.4135551,5.5571403041229015,156.8883178331274
1403636655.9135551,5.2900217201785384,153.31814861634595
1403636656.4135551,4.97005434348325,149.32346703849464
1403636656.9135551,4.688081495794687,147.57889291298048
1403636657.4135551,4.360117913233897,149.31076055620284
1403636657.9135551,3.959105271458007,150.036764832063
1403636658.4135551,3.509404651523138,147.19861000487137
1403636658.9135551,3.1133747136498395,144.12790692032672
1403636659.4135551,2.8259203665555677,144.87313476749335
1403636659.9135551,2.5999945623509455,144.0507225679477
1403636660.4135551,2.453666773681363,145.4650618460468
1403636660.9135551,2.4523177465606087,141.65005948896723
1403636661.4135551,2.571611010854608,142.75773054469622
1403636661.9135551,2.695164728581027,143.87836321130976
1403636662.4135551,2.745333604351632,142.43252589518144
1403636662.9135551,2.8306892775062114,145.5157450160896
1403636663.4135551,2.860037158717327,145.1248048910463
1403636663.9135551,2.9702770711179984,142.4490267439146
1403636664.4135551,3.191389527959648,142.11571133512595
1403636664.9135551,3.598833865547743,144.5844667510818
1403636665.4135551,3.9109893583395845,146.5578578716275
1403636665.9135551,4.220275579890704,143.54610083320114
1403636666.4135551,4.579963333541219,143.8060722823853
1403636666.9135551,4.847704336272496,145.54230621189626
1403636667.4135551,5.088893504555905,142.28270908863405
1403636667.9135551,5.325169490395528,144.84131396672822
1403636668.4135551,5.552754342075834,142.50296548105942
1403636668.9135551,5.8400037867800725,139.2325527085707
1403636669.4135551,6.195283148956168,140.03749038347715
1403636669.9135551,6.544382478336275,140.29293027416423
1403636670.4135551,6.693927524464252,146.16270341573647
1403636670.9135551,6.417115146269314,154.53281665469692
1403636671.4135551,5.60727481794299,161.19423551398722
1403636671.9135551,4.661107146668167,163.07670054628866
1403636672.4135551,4.062437320806439,157.81092896664506
1403636672.9135551,3.854005602230744,160.88489530311497
1403636673.4135551,3.793083286466323,165.03250654737897
1403636673.9135551,3.9586760526141918,164.34721278231518
1403636674.4135551,4.188611559525549,166.01976252318653
1403636674.9135551,4.461749922588321,170.35795189952566
1403636675.4135551,4.7588902082518345,167.21998460341499
1403636675.9135551,5.2089213860259855,171.79615945349664
1403636676.4135551,5.515837434816167,177.80160690787824
1403636676.9135551,5.892187145773351,173.6098297320975
1403636677.4135551,6.299614667442676,174.4585884437757
1403636677.9135551,6.5616612896815045,164.9245141392352
1403636678.4135551,6.713697763901685,160.1394826728787
1403636678.9135551,6.890679898925873,155.15586311594717
1403636679.4135551,6.89957517923878,143.90495171780583
1403636679.9135551,6.89782957783729,139.7126925861159
1403636680.4135551,6.802667068157219,143.63235000012364
1403636680.9135551,6.484869272912647,143.19765791834487
1403636681.4135551,6.138386564774755,143.66427918279257
1403636681.9135551,5.789574378399865,143.23553221040285
1403636682.4135551,5.3468672913013835,143.57656268879842
1403636682.9135551,4.980924746588597,143.7073401322856
1403636683.4135551,4.567405219934987,143.87222935801805
1403636683.9135551,4.141415927831378,144.07380822516032
1403636684.4135551,3.7420141946896335,142.8771152424194
1403636684.9135551,3.3714693804910416,142.1465167008605
1403636685.4135551,2.998779752708485,145.40190408769234
1403636685.9135551,2.607335253071378,145.50645713358173
1403636686.4135551,2.2090912532701714,144.99228650540294
1403636686.9135551,1.8692238050261214,144.93835638745568
1403636687.4135551,1.5744767688791474,144.6137092824483
1403636687.9135551,1.3417060394038638,144.24262017664978
1403636688.4135551,1.1605427252974927,145.4507869252694
1403636688.9135551,1.0189378113648604,147.01884138782083
1403636689.4135551,0.8537826213030866,144.59351619481458
1403636689.9135551,0.6927579777185718,143.6369065193141
1403636690.4135551,0.6902715498362546,145.86321133886446
1403636690.9135551,0.8185760360779328,140.5870597927124
1403636691.4135551,0.9257379634028038,141.32850581975063
1403636691.9135551,0.9376917049543874,144.76864045576212
1403636692.4135551,1.0376363813359077,145.45870256460873
1403636692.9135551,1.1866176179232413,149.17497830716366
1403636693.4135551,1.301983662265115,147.65192817388393
1403636693.9135551,1.4052852060477679,146.8887623667895
1403636694.4135551,1.51806799305477,146.09180882945404
1403636694.9135551,1.6061928789473912,146.28390580415555
1403636695.4135551,1.7244495466896235,147.8813454913298
1403636695.9135551,1.834993787647446,149.15161058255507
1403636696.4135551,1.893042044300401,149.78762459664517
1403636696.9135551,1.9016966484050286,149.67255090979245
1403636697.4135551,1.820284129582491,153.2452674178072
1403636697.9135551,1.643386823062725,157.4195432258103
1403636698.4135551,1.4226762109038216,161.81502137666405
1403636698.9135551,1.1969158415450938,171.08974470745244
1403636699.4135551,1.0222436401299535,179.98666092918648
1403636699.9135551,0.9120720511109022,171.48265037333775
1403636700.4135551,0.7995540297488786,169.68337153027997
1403636700.9135551,0.723217468319732,164.13623446795464
1403636701.4135551,0.6799920872440942,164.2613178421227
1403636701.9135551,0.6570793045609649,162.61422882872486
1403636702.4135551,0.7378431986737903,156.39198832627153
1403636702.9135551,0.8324572958394354,154.59226299330922
1403636703.4135551,1.0608081287706337,155.90860565330803
1403636703.9135551,1.2307644562087863,154.35160488033853
1403636704.4135551,1.429383395582625,154.95919631704223
1403636704.9135551,1.6549608925215025,155.22129700723755
1403636705.4135551,1.9927072603928455,153.4061757369364
1403636705.9135551,2.325247840553417,153.51153483014755
1403636706.4135551,2.735365501680423,153.66398141773848
1403636706.9135551,3.0339805781757665,153.208544614688
1403636707.4135551,3.396243435564504,151.61860813340766
1403636707.9135551,3.7398126370252105,153.29766009457737
1403636708.4135551,4.230936903279652,153.26663491922326
1403636708.9135551,4.642307622572982,149.42715107190665
1403636709.4135551,4.987391308301209,148.04826622395524
1403636709.9135551,5.2769823515426895,148.2851403706361
1403636710.4135551,5.53306503703279,149.84251654374415
1403636710.9135551,5.720307630505256,155.7378334318367
1403636711.4135551,5.837780874283244,156.175806485145
1403636711.9135551,5.89088020271447,154.94103435576014
1403636712.4135551,5.799991495091811,157.47554065977067
1403636712.9135551,5.611747917564091,160.09651445392095
1403636713.4135551,5.309381025422108,160.78671112760262
1403636713.9135551,4.953689846588294,161.8923021102889
1403636714.4135551,4.604336726743358,160.0699022176669
1403636714.9135551,4.296317093008931,165.49969862836616
1403636715.4135551,4.094590070483154,169.56668873522017
1403636715.9135551,3.9675071036613483,168.98722976705363
1403636716.4135551,3.7661067573158356,168.31767420987913
1403636716.9135551,3.534584526418758,170.51693800373465
1403636717.4135551,3.2913390985497064,174.74473723162782
1403636717.9135551,3.01177809669288,175.9265622661222
1403636718.4135551,2.6816241830594634,176.89069722836336
1403636718.9135551,2.3821802640103704,171.60924361336842
1403636719.4135551,2.133693541114008,172.47267174844828
1403636719.9135551,1.868678274030547,173.3603697936613
1403636720.4135551,1.6338914459426888,173.81774355728928
1403636720.9135551,1.4481012317945132,175.09249937738775
1403636721.4135551,1.3099351676807283,179.76858000555796
1403636721.9135551,1.1458673042368954,176.03579431922475
1403636722.4135551,0.9882971230939707,175.50262113934923
1403636722.9135551,0.828368160962895,173.68797325996596
1403636723.4135551,0.6537023881074723,173.20223928595234
1403636723.9135551,0.46754293885154224,170.3468809778359
1403636724.4135551,0.39899339547200224,164.94111089308893
1403636724.9135551,0.3555084961842737,162.03308387174624
1403636725.4135551,0.3052948764088708,163.02885194417894
1403636725.9135551,0.38712317172592153,162.42916876736882
1403636726.4135551,0.47914833165562204,162.11639293823774
1403636726.9135551,0.5534605221332372,163.92081240351374
1403636727.4135551,0.6937314945017944,162.48707344159345
1403636727.9135551,0.8857046723531017,162.29055235877465
1403636728.4135551,1.1123632932956116,163.0517835571945
1403636728.9135551,1.3262061452875507,165.94694227856115
1403636729.4135551,1.5704140271056022,167.7356883836625
1403636729.9135551,1.8639624380011781,167.82329726213823
1403636730.4135551,2.139364756577604,167.8302216005218
1403636730.9135551,2.3843234369347432,168.27211641635083
1403636731.4135551,2.5133585550166897,168.2477893216395
1403636731.9135551,2.570332047455745,168.33511487458168
1403636732.4135551,2.6026334259066175,167.3773367521529
1403636732.9135551,2.74102735685508,165.56126080042654
1403636733.4135551,3.0144620715907005,165.90536748455182
1403636733.9135551,3.3221730342538516,166.2447976244097
1403636734.4135551,3.615842327052602,166.03297739744144
1403636734.9135551,3.9112179395566513,166.3157859056859
1403636735.4135551,4.141268542690788,166.3333737749175
1403636735.9135551,4.321191101920177,164.7971648484997
1403636736.4135551,4.461071166005799,167.12389879331909
1403636736.9135551,4.608819397012787,166.22835975311773
1403636737.4135551,4.789443598700181,168.78983891902033
1403636737.9135551,4.977481335260025,170.24941352057536
1403636738.4135551,5.099538414191033,168.58221718702956
1403636738.9135551,5.105134353350678,162.8076278674846
1403636739.4135551,5.027758591100716,151.60774666432226
1403636739.9135551,4.966052296498821,147.03233478063214
1403636740.4135551,4.890249962496346,145.73279822163323
1403636740.9135551,4.837007054421225,146.735079770323
1403636741.4135551,4.822416905860071,144.3174658025192
1403636741.9135551,4.826145442039658,144.07587423210785
1403636742.4135551,4.7845205025950195,145.05060872988685
1403636742.9135551,4.721389044964327,144.4715526215067
1403636743.4135551,4.650434026932234,145.73300237456692
1403636743.9135551,4.443304910850473,141.33534800134035
1403636744.4135551,4.237391716116308,138.96658076427386
1403636744.9135551,4.1273460385607414,138.8268887368206
1403636745.4135551,4.067884056325447,139.99312878580844
1403636745.9135551,4.0019458073892595,137.29203871194923
1403636746.4135551,3.9507873879254927,133.39993403959292
1403636746.9135551,3.978772295250617,140.4880132017572
1403636747.4135551,3.908476662844118,136.30637286875415
1403636747.9135551,3.874887068969774,136.0390011201677
1403636748.4135551,3.781598247828365,136.19047065952503
1403636748.9135551,3.6890613407638484,136.44901058783927
1403636749.4135551,3.6109842191911867,134.94789964369514
1403636749.9135551,3.578740952347146,132.65238059654715
1403636750.4135551,3.6491789722509975,134.3762173509554
1403636750.9135551,3.7684237914673218,135.08850559384297
1403636751.4135551,3.9112668100053773,135.86403061216976
1403636751.9135551,4.051431398692407,138.70853924613618
1403636752.4135551,4.079927076013524,137.6128764195096
1403636752.9135551,4.115512209825856,144.35961369633446
1403636753.4135551,4.142664754016421,151.0284218497078
1403636753.9135551,4.211902966706815,153.77199867563897
1403636754.4135551,4.342527491938498,151.74059784453507
1403636754.9135551,4.583642909705178,155.81981535326997
1403636755.4135551,4.88940318489071,158.12906585929676
1403636755.9135551,5.221812190064835,157.27345181030785
1403636756.4135551,5.581137845738621,156.89880318409652
1403636756.9135551,5.941832572037864,156.99563682830404
1403636757.4135551,6.336427819690424,157.0921861664047
1403636757.9135551,6.748060470523681,159.8725048640342
1403636758.4135551,7.129757124004484,160.12505531783114
1403636758.9135551,7.449334913569674,161.1905364136116
1403636759.4135551,7.5859617941364705,163.32477228525036
1403636759.9135551,7.62661687470623,160.17489418783367
1403636760.4135551,7.666119039998664,159.78615050090684
1403636760.9135551,7.702839975893645,158.72274162474426
1403636761.4135551,7.767984184161738,160.11471980994574
1403636761.9135551,7.830945244679596,160.45589794210346
1403636762.4135551,7.873727387542992,157.16298702577353
